loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key,line_len,rel_pos,pos_bin,line_len_bin,prev_token,next_token,prev_terminal_class,next_terminal_class,prev_shape_remainder,next_shape_remainder,prev_frame_prefix,next_frame_prefix,prev_broad_shape_family_key,next_broad_shape_family_key,prev_stolfi_signature_key,next_stolfi_signature_key,prev_conservative_family_key,next_conservative_family_key
"f40v.16,+P0",f40v,978,6,qoky,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qo,k,y,G,GY,k,1,k|y|G,G|y,G_k|S_GY|T_y,y,QOG,qoky,10,0.6,middle,long,okar,kedy,r,edy,OL,GEDY,ok,NONE,O|r,G|edy,G_k|S_OL|T_r,G_k|S_GEDY|T_edy,a|r|O,k|edy|G
"f40v.16,+P0",f40v,978,7,kedy,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,k,edy,G,GEDY,k,1,k|edy|G,G|edy,G_k|S_GEDY|T_edy,edy,G,kedy,10,0.7,late,long,qoky,r,y,NONE,GY,L,qo,NONE,G|y,L|NONE,G_k|S_GY|T_y,NG|S_L|T_NONE,k|y|G,r|NONE|L
"f40v.16,+P0",f40v,978,8,r,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,r,NONE,L,L,NONE,0,r|NONE|L,L|NONE,NG|S_L|T_NONE,NONE,L,r,10,0.8,late,long,kedy,yteey,edy,eey,GEDY,GEY,NONE,y,G|edy,G|eey,G_k|S_GEDY|T_edy,G_t|S_GEY|T_eey,k|edy|G,t|eey|G
"f40v.16,+P0",f40v,978,9,yteey,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,t,eey,G,GEY,t,1,t|eey|G,G|eey,G_t|S_GEY|T_eey,eey,YG,yteey,10,0.9,penult,long,r,qokam,NONE,m,L,OL,NONE,qok,L|NONE,O|m,NG|S_L|T_NONE,G_k|S_OL|T_m,r|NONE|L,a|m|O
"f40v.16,+P0",f40v,978,10,qokam,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,m,O,OL,k,1,a|m|O,O|m,G_k|S_OL|T_m,m,QOGO,qokam,10,1.0,last,long,yteey,EOL,eey,EOL,GEY,EOL,y,EOL,G|eey,EOL,G_t|S_GEY|T_eey,EOL,t|eey|G,EOL
"f40v.17,+P0",f40v,979,1,tochey,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,toch,ey,GOB,GOBEY,t,1,toch|ey|GOB,GOB|ey,G_t|S_GOBEY|T_ey,ey,GOB,tochey,8,0.125,first,long,BOL,qokeedy,BOL,edy,BOL,EDY,BOL,qok,BOL,E|edy,BOL,G_k|S_EDY|T_edy,BOL,e|edy|E
"f40v.17,+P0",f40v,979,2,qokeedy,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,edy,E,EDY,k,1,e|edy|E,E|edy,G_k|S_EDY|T_edy,eedy,QOG,qokeedy,8,0.25,second,long,tochey,qokaiin,ey,iin,GOBEY,OIL,NONE,qok,GOB|ey,O|iin,G_t|S_GOBEY|T_ey,G_k|S_OIL|T_iin,toch|ey|GOB,a|iin|O
"f40v.17,+P0",f40v,979,3,qokaiin,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,iin,O,OIL,k,1,a|iin|O,O|iin,G_k|S_OIL|T_iin,aiin,QOG,qokaiin,8,0.375,middle,long,qokeedy,okeos,edy,NONE,EDY,EOX,qok,ok,E|edy,EOX|NONE,G_k|S_EDY|T_edy,G_k|S_EOX|T_NONE,e|edy|E,eos|NONE|EOX
"f40v.17,+P0",f40v,979,4,okeos,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,eos,NONE,EOX,EOX,k,1,eos|NONE|EOX,EOX|NONE,G_k|S_EOX|T_NONE,NONE,OGEOX,okeos,8,0.5,middle,long,qokaiin,qokar,iin,r,OIL,OL,qok,qok,O|iin,O|r,G_k|S_OIL|T_iin,G_k|S_OL|T_r,a|iin|O,a|r|O
"f40v.17,+P0",f40v,979,5,qokar,R03,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,r,O,OL,k,1,a|r|O,O|r,G_k|S_OL|T_r,ar,QOG,qokar,8,0.625,middle,long,okeos,okees,NONE,NONE,EOX,EX,ok,ok,EOX|NONE,EX|NONE,G_k|S_EOX|T_NONE,G_k|S_EX|T_NONE,eos|NONE|EOX,ees|NONE|EX
"f40v.17,+P0",f40v,979,6,okees,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,ees,NONE,EX,EX,k,1,ees|NONE|EX,EX|NONE,G_k|S_EX|T_NONE,NONE,OGEX,okees,8,0.75,late,long,qokar,ar,r,r,OL,OL,qok,NONE,O|r,O|r,G_k|S_OL|T_r,NG|S_OL|T_r,a|r|O,a|r|O
"f40v.17,+P0",f40v,979,7,ar,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,a,r,O,OL,NONE,0,a|r|O,O|r,NG|S_OL|T_r,r,O,ar,8,0.875,penult,long,okees,oy,NONE,y,EX,OY,ok,NONE,EX|NONE,O|y,G_k|S_EX|T_NONE,NG|S_OY|T_y,ees|NONE|EX,o|y|O
"f40v.17,+P0",f40v,979,8,oy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,o,y,O,OY,NONE,0,o|y|O,O|y,NG|S_OY|T_y,y,O,oy,8,1.0,last,long,ar,EOL,r,EOL,OL,EOL,NONE,EOL,O|r,EOL,NG|S_OL|T_r,EOL,a|r|O,EOL
"f40v.18,+P0",f40v,980,1,saiin,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,X,saiin,8,0.125,first,long,BOL,otain,BOL,in,BOL,OEL,BOL,ot,BOL,O|in,BOL,G_t|S_OEL|T_in,BOL,a|in|O
"f40v.18,+P0",f40v,980,2,otain,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,a,in,O,OEL,t,1,a|in|O,O|in,G_t|S_OEL|T_in,ain,OG,otain,8,0.25,second,long,saiin,chckhy,iin,y,OIL,XGXY,s,ch,O|iin,XGX|y,NG|S_OIL|T_iin,G_k|S_XGXY|T_y,a|iin|O,ckh|y|XGX
"f40v.18,+P0",f40v,980,3,chckhy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,ckh,y,XGX,XGXY,k,1,ckh|y|XGX,XGX|y,G_k|S_XGXY|T_y,y,BXGX,chckhy,8,0.375,middle,long,otain,okal,in,l,OEL,OL,ot,ok,O|in,O|l,G_t|S_OEL|T_in,G_k|S_OL|T_l,a|in|O,a|l|O
"f40v.18,+P0",f40v,980,4,okal,R07,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,a,l,O,OL,k,1,a|l|O,O|l,G_k|S_OL|T_l,al,OG,okal,8,0.5,middle,long,chckhy,okair,y,r,XGXY,OEL,ch,ok,XGX|y,OE|r,G_k|S_XGXY|T_y,G_k|S_OEL|T_r,ckh|y|XGX,ai|r|OE
"f40v.18,+P0",f40v,980,5,okair,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,ai,r,OE,OEL,k,1,ai|r|OE,OE|r,G_k|S_OEL|T_r,r,OGOE,okair,8,0.625,middle,long,okal,arol,l,ol,OL,OLOL,ok,NONE,O|l,OL|ol,G_k|S_OL|T_l,NG|S_OLOL|T_ol,a|l|O,ar|ol|OL
"f40v.18,+P0",f40v,980,6,arol,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ar,ol,OL,OLOL,NONE,0,ar|ol|OL,OL|ol,NG|S_OLOL|T_ol,ol,OL,arol,8,0.75,late,long,okair,qokey,r,y,OEL,EY,ok,qok,OE|r,E|y,G_k|S_OEL|T_r,G_k|S_EY|T_y,ai|r|OE,e|y|E
"f40v.18,+P0",f40v,980,7,qokey,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,y,E,EY,k,1,e|y|E,E|y,G_k|S_EY|T_y,ey,QOG,qokey,8,0.875,penult,long,arol,okary,ol,y,OLOL,OLY,NONE,ok,OL|ol,OL|y,NG|S_OLOL|T_ol,G_k|S_OLY|T_y,ar|ol|OL,ar|y|OL
"f40v.18,+P0",f40v,980,8,okary,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,ar,y,OL,OLY,k,1,ar|y|OL,OL|y,G_k|S_OLY|T_y,y,OGOL,okary,8,1.0,last,long,qokey,EOL,y,EOL,EY,EOL,qok,EOL,E|y,EOL,G_k|S_EY|T_y,EOL,e|y|E,EOL
"f40v.19,+Pc",f40v,981,1,pchedy,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,pch,edy,GB,GBEDY,p,1,pch|edy|GB,GB|edy,G_p|S_GBEDY|T_edy,edy,GB,pchedy,4,0.25,first,medium,BOL,chetar,BOL,ar,BOL,EGOL,BOL,ch,BOL,EG|ar,BOL,G_t|S_EGOL|T_ar,BOL,et|ar|EG
"f40v.19,+Pc",f40v,981,2,chetar,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,et,ar,EG,EGOL,t,1,et|ar|EG,EG|ar,G_t|S_EGOL|T_ar,ar,BEG,chetar,4,0.5,second,medium,pchedy,ofair,edy,r,GBEDY,GOEL,NONE,o,GB|edy,GOE|r,G_p|S_GBEDY|T_edy,G_f|S_GOEL|T_r,pch|edy|GB,fai|r|GOE
"f40v.19,+Pc",f40v,981,3,ofair,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,fai,r,GOE,GOEL,f,1,fai|r|GOE,GOE|r,G_f|S_GOEL|T_r,r,OGOE,ofair,4,0.75,penult,medium,chetar,arody,ar,dy,EGOL,OLODY,ch,NONE,EG|ar,OLO|dy,G_t|S_EGOL|T_ar,NG|S_OLODY|T_dy,et|ar|EG,aro|dy|OLO
"f40v.19,+Pc",f40v,981,4,arody,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,aro,dy,OLO,OLODY,NONE,0,aro|dy|OLO,OLO|dy,NG|S_OLODY|T_dy,dy,OLO,arody,4,1.0,last,medium,ofair,EOL,r,EOL,GOEL,EOL,o,EOL,GOE|r,EOL,G_f|S_GOEL|T_r,EOL,fai|r|GOE,EOL
"f40v.4,+P0",f40v,966,1,taraiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,tar,aiin,GOL,GOLOIL,t,1,tar|aiin|GOL,GOL|aiin,G_t|S_GOLOIL|T_aiin,aiin,GOL,taraiin,3,0.3333333333333333,first,short,BOL,okaiin,BOL,iin,BOL,OIL,BOL,ok,BOL,O|iin,BOL,G_k|S_OIL|T_iin,BOL,a|iin|O
"f40v.4,+P0",f40v,966,2,okaiin,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,a,iin,O,OIL,k,1,a|iin|O,O|iin,G_k|S_OIL|T_iin,aiin,OG,okaiin,3,0.6666666666666666,second,short,taraiin,ch,aiin,NONE,GOLOIL,B,NONE,NONE,GOL|aiin,B|NONE,G_t|S_GOLOIL|T_aiin,NG|S_B|T_NONE,tar|aiin|GOL,ch|NONE|B
"f40v.4,+P0",f40v,966,3,ch,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,ch,NONE,B,B,NONE,0,ch|NONE|B,B|NONE,NG|S_B|T_NONE,NONE,B,ch,3,1.0,last,short,okaiin,EOL,iin,EOL,OIL,EOL,ok,EOL,O|iin,EOL,G_k|S_OIL|T_iin,EOL,a|iin|O,EOL
"f40v.5,+P0",f40v,967,1,solaiin,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,ol,aiin,OL,OLOIL,NONE,0,ol|aiin|OL,OL|aiin,NG|S_OLOIL|T_aiin,aiin,XOL,solaiin,4,0.25,first,medium,BOL,okar,BOL,r,BOL,OL,BOL,ok,BOL,O|r,BOL,G_k|S_OL|T_r,BOL,a|r|O
"f40v.5,+P0",f40v,967,2,okar,R03,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,a,r,O,OL,k,1,a|r|O,O|r,G_k|S_OL|T_r,ar,OG,okar,4,0.5,second,medium,solaiin,oly,aiin,y,OLOIL,LY,s,o,OL|aiin,L|y,NG|S_OLOIL|T_aiin,NG|S_LY|T_y,ol|aiin|OL,l|y|L
"f40v.5,+P0",f40v,967,3,oly,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,l,y,L,LY,NONE,0,l|y|L,L|y,NG|S_LY|T_y,y,OL,oly,4,0.75,penult,medium,okar,chckhy,r,y,OL,XGXY,ok,ch,O|r,XGX|y,G_k|S_OL|T_r,G_k|S_XGXY|T_y,a|r|O,ckh|y|XGX
"f40v.5,+P0",f40v,967,4,chckhy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,H,B,2,paragraph_continuation,H|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,ckh,y,XGX,XGXY,k,1,ckh|y|XGX,XGX|y,G_k|S_XGXY|T_y,y,BXGX,chckhy,4,1.0,last,medium,oly,EOL,y,EOL,LY,EOL,o,EOL,L|y,EOL,NG|S_LY|T_y,EOL,l|y|L,EOL
"f41r.10,+P0",f41r,991,1,sshok,R06,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,shok,NONE,BOG,BOG,k,1,shok|NONE|BOG,BOG|NONE,G_k|S_BOG|T_NONE,NONE,XBOG,sshok,8,0.125,first,long,BOL,shedy,BOL,dy,BOL,EDY,BOL,sh,BOL,E|dy,BOL,NG|S_EDY|T_dy,BOL,e|dy|E
"f41r.10,+P0",f41r,991,2,shedy,R06,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,shedy,8,0.25,second,long,sshok,qekchdy,NONE,dy,BOG,EGBDY,s,q,BOG|NONE,EGB|dy,G_k|S_BOG|T_NONE,G_k|S_EGBDY|T_dy,shok|NONE|BOG,ekch|dy|EGB
"f41r.10,+P0",f41r,991,3,qekchdy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,q,ekch,dy,EGB,EGBDY,k,1,ekch|dy|EGB,EGB|dy,G_k|S_EGBDY|T_dy,dy,QEGB,qekchdy,8,0.375,middle,long,shedy,dchdaldy,dy,dy,EDY,BDOLDY,sh,d,E|dy,BDOL|dy,NG|S_EDY|T_dy,NG|S_BDOLDY|T_dy,e|dy|E,chdal|dy|BDOL
"f41r.10,+P0",f41r,991,4,dchdaldy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,d,chdal,dy,BDOL,BDOLDY,NONE,0,chdal|dy|BDOL,BDOL|dy,NG|S_BDOLDY|T_dy,dy,DBDOL,dchdaldy,8,0.5,middle,long,qekchdy,ykedy,dy,edy,EGBDY,GEDY,q,y,EGB|dy,G|edy,G_k|S_EGBDY|T_dy,G_k|S_GEDY|T_edy,ekch|dy|EGB,k|edy|G
"f41r.10,+P0",f41r,991,5,ykedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,k,edy,G,GEDY,k,1,k|edy|G,G|edy,G_k|S_GEDY|T_edy,edy,YG,ykedy,8,0.625,middle,long,dchdaldy,qokeedy,dy,edy,BDOLDY,EDY,d,qok,BDOL|dy,E|edy,NG|S_BDOLDY|T_dy,G_k|S_EDY|T_edy,chdal|dy|BDOL,e|edy|E
"f41r.10,+P0",f41r,991,6,qokeedy,H01,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,edy,E,EDY,k,1,e|edy|E,E|edy,G_k|S_EDY|T_edy,eedy,QOG,qokeedy,8,0.75,late,long,ykedy,qokedy,edy,dy,GEDY,EDY,y,qok,G|edy,E|dy,G_k|S_GEDY|T_edy,G_k|S_EDY|T_dy,k|edy|G,e|dy|E
"f41r.10,+P0",f41r,991,7,qokedy,H12,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,QOG,qokedy,8,0.875,penult,long,qokeedy,qokeg,edy,NONE,EDY,EX,qok,qok,E|edy,EX|NONE,G_k|S_EDY|T_edy,G_k|S_EX|T_NONE,e|edy|E,eg|NONE|EX
"f41r.10,+P0",f41r,991,8,qokeg,H08,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,eg,NONE,EX,EX,k,1,eg|NONE|EX,EX|NONE,G_k|S_EX|T_NONE,NONE,QOGEX,qokeg,8,1.0,last,long,qokedy,EOL,dy,EOL,EDY,EOL,qok,EOL,E|dy,EOL,G_k|S_EDY|T_dy,EOL,e|dy|E,EOL
"f41r.7,+P0",f41r,988,1,parchdy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,parch,dy,GOLB,GOLBDY,p,1,parch|dy|GOLB,GOLB|dy,G_p|S_GOLBDY|T_dy,dy,GOLB,parchdy,9,0.1111111111111111,first,long,BOL,kchey,BOL,ey,BOL,GBEY,BOL,NONE,BOL,GB|ey,BOL,G_k|S_GBEY|T_ey,BOL,kch|ey|GB
"f41r.7,+P0",f41r,988,2,kchey,R06,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,kch,ey,GB,GBEY,k,1,kch|ey|GB,GB|ey,G_k|S_GBEY|T_ey,ey,GB,kchey,9,0.2222222222222222,second,long,parchdy,yteedy,dy,eedy,GOLBDY,GEDY,NONE,y,GOLB|dy,G|eedy,G_p|S_GOLBDY|T_dy,G_t|S_GEDY|T_eedy,parch|dy|GOLB,t|eedy|G
"f41r.7,+P0",f41r,988,3,yteedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,t,eedy,G,GEDY,t,1,t|eedy|G,G|eedy,G_t|S_GEDY|T_eedy,eedy,YG,yteedy,9,0.3333333333333333,middle,long,kchey,qokeod,ey,NONE,GBEY,EOD,NONE,qok,GB|ey,EOD|NONE,G_k|S_GBEY|T_ey,G_k|S_EOD|T_NONE,kch|ey|GB,eod|NONE|EOD
"f41r.7,+P0",f41r,988,4,qokeod,H08,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,eod,NONE,EOD,EOD,k,1,eod|NONE|EOD,EOD|NONE,G_k|S_EOD|T_NONE,NONE,QOGEOD,qokeod,9,0.4444444444444444,middle,long,yteedy,okedy,eedy,dy,GEDY,EDY,y,ok,G|eedy,E|dy,G_t|S_GEDY|T_eedy,G_k|S_EDY|T_dy,t|eedy|G,e|dy|E
"f41r.7,+P0",f41r,988,5,okedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,OG,okedy,9,0.5555555555555556,middle,long,qokeod,chkedy,NONE,edy,EOD,GEDY,qok,ch,EOD|NONE,G|edy,G_k|S_EOD|T_NONE,G_k|S_GEDY|T_edy,eod|NONE|EOD,k|edy|G
"f41r.7,+P0",f41r,988,6,chkedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,k,edy,G,GEDY,k,1,k|edy|G,G|edy,G_k|S_GEDY|T_edy,edy,BG,chkedy,9,0.6666666666666666,late,long,okedy,qokedy,dy,dy,EDY,EDY,ok,qok,E|dy,E|dy,G_k|S_EDY|T_dy,G_k|S_EDY|T_dy,e|dy|E,e|dy|E
"f41r.7,+P0",f41r,988,7,qokedy,H12,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,QOG,qokedy,9,0.7777777777777778,late,long,chkedy,ched,edy,NONE,GEDY,ED,ch,ch,G|edy,ED|NONE,G_k|S_GEDY|T_edy,NG|S_ED|T_NONE,k|edy|G,ed|NONE|ED
"f41r.7,+P0",f41r,988,8,ched,R00,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,ed,NONE,ED,ED,NONE,0,ed|NONE|ED,ED|NONE,NG|S_ED|T_NONE,NONE,BED,ched,9,0.8888888888888888,penult,long,qokedy,qokedy,dy,dy,EDY,EDY,qok,qok,E|dy,E|dy,G_k|S_EDY|T_dy,G_k|S_EDY|T_dy,e|dy|E,e|dy|E
"f41r.7,+P0",f41r,988,9,qokedy,H12,G1,FORMAL_G1_GLOBAL_FRAME,H,B,5,paragraph_continuation,H|B|5|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,QOG,qokedy,9,1.0,last,long,ched,EOL,NONE,EOL,ED,EOL,ch,EOL,ED|NONE,EOL,NG|S_ED|T_NONE,EOL,ed|NONE|ED,EOL
"f42r.11,+P0",f42r,1011,1,qotor,H13,G1,FORMAL_G1_GLOBAL_FRAME,H,A,1,paragraph_continuation,H|A|1|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qot,o,r,O,OL,t,1,o|r|O,O|r,G_t|S_OL|T_r,or,QOG,qotor,9,0.1111111111111111,first,long,BOL,cho,BOL,NONE,BOL,BO,BOL,NONE,BOL,BO|NONE,BOL,NG|S_BO|T_NONE,BOL,cho|NONE|BO
