loc,folio,line_order,token_position,token,role,module,status,meta_I,meta_L,meta_H,line_marker_family,stratum_I_L_H_marker,semantic_function,pass20_tier,frame_prefix,morph_body,terminal_class,shape_body,shape_remainder,gallows_signature,has_gallows,conservative_family_key,broad_shape_family_key,stolfi_signature_key,full_terminal_class,full_body_shape,surface_token_key
"f78v.29,+P0",f78v,2764,7,s,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,s,NONE,X,X,NONE,0,s|NONE|X,X|NONE,NG|S_X|T_NONE,NONE,X,s
"f78v.29,+P0",f78v,2764,8,aiiin,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ai,iin,OE,OIEL,NONE,0,ai|iin|OE,OE|iin,NG|S_OIEL|T_iin,iin,OE,aiiin
"f78v.29,+P0",f78v,2764,9,ol,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,l,O,ol
"f78v.29,+P0",f78v,2764,10,shedy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,shedy
"f78v.29,+P0",f78v,2764,11,ary,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ar,y,OL,OLY,NONE,0,ar|y|OL,OL|y,NG|S_OLY|T_y,y,OL,ary
"f79r.8,+P0",f79r,2775,1,qokol,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,QOG,qokol
"f79r.8,+P0",f79r,2775,2,cheedy,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,edy,E,EDY,NONE,0,e|edy|E,E|edy,NG|S_EDY|T_edy,eedy,B,cheedy
"f79r.8,+P0",f79r,2775,3,qokal,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,l,O,OL,k,1,a|l|O,O|l,G_k|S_OL|T_l,al,QOG,qokal
"f79r.8,+P0",f79r,2775,4,shed,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ed,NONE,ED,ED,NONE,0,ed|NONE|ED,ED|NONE,NG|S_ED|T_NONE,NONE,BED,shed
"f79r.8,+P0",f79r,2775,5,ykchedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,kch,edy,GB,GBEDY,k,1,kch|edy|GB,GB|edy,G_k|S_GBEDY|T_edy,edy,YGB,ykchedy
"f79r.8,+P0",f79r,2775,6,chcthy,R04,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,cth,y,XGX,XGXY,t,1,cth|y|XGX,XGX|y,G_t|S_XGXY|T_y,y,BXGX,chcthy
"f79r.8,+P0",f79r,2775,7,yoky,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,y,ok,y,OG,OGY,k,1,ok|y|OG,OG|y,G_k|S_OGY|T_y,y,YOG,yoky
"f79r.8,+P0",f79r,2775,8,qokal,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,l,O,OL,k,1,a|l|O,O|l,G_k|S_OL|T_l,al,QOG,qokal
"f79r.8,+P0",f79r,2775,9,cholo,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,olo,NONE,OLO,OLO,NONE,0,olo|NONE|OLO,OLO|NONE,NG|S_OLO|T_NONE,NONE,BOLO,cholo
"f79r.9,+P0",f79r,2776,1,saiin,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,aiin,X,saiin
"f79r.9,+P0",f79r,2776,2,shedy,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,shedy
"f79r.9,+P0",f79r,2776,3,psheedy,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,psh,eedy,GB,GBEDY,p,1,psh|eedy|GB,GB|eedy,G_p|S_GBEDY|T_eedy,eedy,GB,psheedy
"f79r.9,+P0",f79r,2776,4,qokar,R03,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,r,O,OL,k,1,a|r|O,O|r,G_k|S_OL|T_r,ar,QOG,qokar
"f79r.9,+P0",f79r,2776,5,sheol,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,e,ol,E,EOL,NONE,0,e|ol|E,E|ol,NG|S_EOL|T_ol,ol,BE,sheol
"f79r.9,+P0",f79r,2776,6,qolchey,H07,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qo,lch,ey,LB,LBEY,NONE,0,lch|ey|LB,LB|ey,NG|S_LBEY|T_ey,ey,QOLB,qolchey
"f79r.9,+P0",f79r,2776,7,qoty,H01,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qo,t,y,G,GY,t,1,t|y|G,G|y,G_t|S_GY|T_y,y,QOG,qoty
"f79r.9,+P0",f79r,2776,8,qokal,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,l,O,OL,k,1,a|l|O,O|l,G_k|S_OL|T_l,al,QOG,qokal
"f79r.9,+P0",f79r,2776,9,qokam,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,m,O,OL,k,1,a|m|O,O|m,G_k|S_OL|T_m,m,QOGO,qokam
"f79r.10,+P0",f79r,2777,1,qokshedy,H12,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,sh,edy,B,BEDY,k,1,sh|edy|B,B|edy,G_k|S_BEDY|T_edy,edy,QOGB,qokshedy
"f79r.10,+P0",f79r,2777,2,qokain,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,a,in,O,OEL,k,1,a|in|O,O|in,G_k|S_OEL|T_in,ain,QOG,qokain
"f79r.10,+P0",f79r,2777,3,cheor,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,or,E,EOL,NONE,0,e|or|E,E|or,NG|S_EOL|T_or,or,BE,cheor
"f79r.10,+P0",f79r,2777,4,okol,R07,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,OG,okol
"f79r.10,+P0",f79r,2777,5,sheeol,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,sh,ee,ol,E,EOL,NONE,0,ee|ol|E,E|ol,NG|S_EOL|T_ol,ol,BE,sheeol
"f79r.10,+P0",f79r,2777,6,qotey,H13,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qot,e,y,E,EY,t,1,e|y|E,E|y,G_t|S_EY|T_y,ey,QOG,qotey
"f79r.10,+P0",f79r,2777,7,choty,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,ot,y,OG,OGY,t,1,ot|y|OG,OG|y,G_t|S_OGY|T_y,y,BOG,choty
"f79r.10,+P0",f79r,2777,8,otechys,R01,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ot,echys,NONE,EBYX,EBYX,t,1,echys|NONE|EBYX,EBYX|NONE,G_t|S_EBYX|T_NONE,NONE,OGEBYX,otechys
"f79r.15,+P0",f79r,2782,1,qokl,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,k,l,G,GL,k,1,k|l|G,G|l,G_k|S_GL|T_l,l,QOG,qokl
"f79r.15,+P0",f79r,2782,2,shey,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,shey
"f79r.15,+P0",f79r,2782,3,qokal,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,a,l,O,OL,k,1,a|l|O,O|l,G_k|S_OL|T_l,al,QOG,qokal
"f79r.15,+P0",f79r,2782,4,chedy,R02,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ch,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,chedy
"f79r.15,+P0",f79r,2782,5,okol,R07,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ok,o,l,O,OL,k,1,o|l|O,O|l,G_k|S_OL|T_l,ol,OG,okol
"f79r.15,+P0",f79r,2782,6,dyty,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,d,yt,y,YG,YGY,t,1,yt|y|YG,YG|y,G_t|S_YGY|T_y,y,DYG,dyty
"f79r.15,+P0",f79r,2782,7,r,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,r,NONE,L,L,NONE,0,r|NONE|L,L|NONE,NG|S_L|T_NONE,NONE,L,r
"f79r.15,+P0",f79r,2782,8,aiin,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,iin,O,aiin
"f79r.15,+P0",f79r,2782,9,ol,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,l,O,ol
"f79r.15,+P0",f79r,2782,10,sheol,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,ol,E,EOL,NONE,0,e|ol|E,E|ol,NG|S_EOL|T_ol,ol,BE,sheol
"f79r.15,+P0",f79r,2782,11,lchey,R00,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lch,ey,LB,LBEY,NONE,0,lch|ey|LB,LB|ey,NG|S_LBEY|T_ey,ey,LB,lchey
"f79r.16,+P0",f79r,2783,1,shain,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,a,in,O,OEL,NONE,0,a|in|O,O|in,NG|S_OEL|T_in,ain,B,shain
"f79r.16,+P0",f79r,2783,2,shckhy,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,ckh,y,XGX,XGXY,k,1,ckh|y|XGX,XGX|y,G_k|S_XGXY|T_y,y,BXGX,shckhy
"f79r.16,+P0",f79r,2783,3,qoly,H07,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,l,y,L,LY,NONE,0,l|y|L,L|y,NG|S_LY|T_y,y,QOL,qoly
"f79r.16,+P0",f79r,2783,4,kshedy,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,ksh,edy,GB,GBEDY,k,1,ksh|edy|GB,GB|edy,G_k|S_GBEDY|T_edy,edy,GB,kshedy
"f79r.16,+P0",f79r,2783,5,otal,R01,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,ot,a,l,O,OL,t,1,a|l|O,O|l,G_t|S_OL|T_l,al,OG,otal
"f79r.16,+P0",f79r,2783,6,sheey,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,ey,E,EY,NONE,0,e|ey|E,E|ey,NG|S_EY|T_ey,eey,B,sheey
"f79r.16,+P0",f79r,2783,7,qokain,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,a,in,O,OEL,k,1,a|in|O,O|in,G_k|S_OEL|T_in,ain,QOG,qokain
"f79r.16,+P0",f79r,2783,8,shey,R06,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,shey
"f79r.16,+P0",f79r,2783,9,qokam,H08,G1,FORMAL_G1_GLOBAL_FRAME,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,relational frame / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,a,m,O,OL,k,1,a|m|O,O|m,G_k|S_OL|T_m,m,QOGO,qokam
"f79r.42,+P0",f79r,2809,1,sain,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,a,in,O,OEL,NONE,0,a|in|O,O|in,NG|S_OEL|T_in,ain,X,sain
"f79r.42,+P0",f79r,2809,2,okio,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,io,NONE,EO,EO,k,1,io|NONE|EO,EO|NONE,G_k|S_EO|T_NONE,NONE,OGEO,okio
"f79r.42,+P0",f79r,2809,3,chedy,R02,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,chedy
"f79r.42,+P0",f79r,2809,4,lkchedy,R00,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,lkch,edy,LGB,LGBEDY,k,1,lkch|edy|LGB,LGB|edy,G_k|S_LGBEDY|T_edy,edy,LGB,lkchedy
"f79r.42,+P0",f79r,2809,5,aiin,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,a,iin,O,OIL,NONE,0,a|iin|O,O|iin,NG|S_OIL|T_iin,iin,O,aiin
"f79r.42,+P0",f79r,2809,6,okain,R10,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ok,a,in,O,OEL,k,1,a|in|O,O|in,G_k|S_OEL|T_in,ain,OG,okain
"f79r.42,+P0",f79r,2809,7,oly,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,o,l,y,L,LY,NONE,0,l|y|L,L|y,NG|S_LY|T_y,y,OL,oly
"f79r.42,+P0",f79r,2809,8,cheedy,R06,G3C,FORMAL_G3C_NONFRAME_SHORTFORM_HP,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,compact label / index / list entry,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,edy,E,EDY,NONE,0,e|edy|E,E|edy,NG|S_EDY|T_edy,eedy,B,cheedy
"f79v.2,+P0",f79v,2813,1,qoteedy,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qot,e,edy,E,EDY,t,1,e|edy|E,E|edy,G_t|S_EDY|T_edy,eedy,QOG,qoteedy
"f79v.2,+P0",f79v,2813,2,qokchey,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,ch,ey,B,BEY,k,1,ch|ey|B,B|ey,G_k|S_BEY|T_ey,ey,QOGB,qokchey
"f79v.2,+P0",f79v,2813,3,qoty,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,t,y,G,GY,t,1,t|y|G,G|y,G_t|S_GY|T_y,y,QOG,qoty
"f79v.2,+P0",f79v,2813,4,lshey,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,NONE,lsh,ey,LB,LBEY,NONE,0,lsh|ey|LB,LB|ey,NG|S_LBEY|T_ey,ey,LB,lshey
"f79v.2,+P0",f79v,2813,5,qokain,H08,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,a,in,O,OEL,k,1,a|in|O,O|in,G_k|S_OEL|T_in,ain,QOG,qokain
"f79v.2,+P0",f79v,2813,6,shey,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,sh,e,y,E,EY,NONE,0,e|y|E,E|y,NG|S_EY|T_y,ey,B,shey
"f79v.2,+P0",f79v,2813,7,qorchedy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,rch,edy,LB,LBEDY,NONE,0,rch|edy|LB,LB|edy,NG|S_LBEDY|T_edy,edy,QOLB,qorchedy
"f79v.4,+P0",f79v,2815,1,qokeedy,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,edy,E,EDY,k,1,e|edy|E,E|edy,G_k|S_EDY|T_edy,eedy,QOG,qokeedy
"f79v.4,+P0",f79v,2815,2,qokeedy,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qok,e,edy,E,EDY,k,1,e|edy|E,E|edy,G_k|S_EDY|T_edy,eedy,QOG,qokeedy
"f79v.4,+P0",f79v,2815,3,qotain,H13,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qot,a,in,O,OEL,t,1,a|in|O,O|in,G_t|S_OEL|T_in,ain,QOG,qotain
"f79v.4,+P0",f79v,2815,4,sol,R06,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,s,o,l,O,OL,NONE,0,o|l|O,O|l,NG|S_OL|T_l,ol,X,sol
"f79v.4,+P0",f79v,2815,5,chedy,R02,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,ch,e,dy,E,EDY,NONE,0,e|dy|E,E|dy,NG|S_EDY|T_dy,edy,B,chedy
"f79v.4,+P0",f79v,2815,6,rchey,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,rch,ey,LB,LBEY,NONE,0,rch|ey|LB,LB|ey,NG|S_LBEY|T_ey,ey,LB,rchey
"f79v.4,+P0",f79v,2815,7,qoky,H01,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,qo,k,y,G,GY,k,1,k|y|G,G|y,G_k|S_GY|T_y,y,QOG,qoky
"f79v.4,+P0",f79v,2815,8,lchedy,R00,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S1_MULTI_TRANSCRIPTION_STRICT_CORE,NONE,lch,edy,LB,LBEDY,NONE,0,lch|edy|LB,LB|edy,NG|S_LBEDY|T_edy,edy,LB,lchedy
"f79v.5,+P0",f79v,2816,1,qolkeedy,H21,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qo,lk,eedy,LG,LGEDY,k,1,lk|eedy|LG,LG|eedy,G_k|S_LGEDY|T_eedy,eedy,QOLG,qolkeedy
"f79v.5,+P0",f79v,2816,2,qokedy,H12,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qok,e,dy,E,EDY,k,1,e|dy|E,E|dy,G_k|S_EDY|T_dy,edy,QOG,qokedy
"f79v.5,+P0",f79v,2816,3,qotal,H13,G2,FORMAL_G2_CORE_LOCAL_KERNEL,B,B,2,paragraph_continuation,B|B|2|paragraph_continuation,zone-local kernel / record line,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,qot,a,l,O,OL,t,1,a|l|O,O|l,G_t|S_OL|T_l,al,QOG,qotal
