token,occurrences_core,distinct_lines,dominant_role,dominant_role_share,role_entropy_norm,stratified_role_purity,stratum_majority_role_agreement,strata_total,strata_with_2plus_occurrences,portable_strata_2plus,conflict_strata_2plus,dominant_module,dominant_module_share,module_entropy_norm,stratified_module_purity,distinct_section_I,dominant_I,dominant_I_share,section_I_entropy_norm,distinct_currier_L,dominant_L,dominant_L_share,currier_L_entropy_norm,distinct_hand_H,dominant_H,dominant_H_share,hand_H_entropy_norm,distinct_marker_family,dominant_marker,dominant_marker_share,marker_entropy_norm,metadata_concentration_risk_max_share,pass26_residual_status,pass21_24_candidate_class,pass21_24_candidate_confidence,sample_loci,sample_strata
fdeechdy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f114r.4,+P0",S|B|3|paragraph_continuation:1/R00
fshor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f22v.6,+P0",H|A|1|paragraph_continuation:1/R06
iin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67r2.35,@Pb",A||4|paragraph_start:1/R00
iinal,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.47,+P0",S|B|3|paragraph_continuation:1/R00
iir,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111r.45,+P0",S|B|3|paragraph_continuation:1/R00
in,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.45,+P0",T|B|2|paragraph_continuation:1/R00
ios,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f2r.15,@L0",H|A|1|label_or_marginal:1/R00
ka,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f55r.9,+P0",H|B|2|paragraph_continuation:1/R06
kair,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f81v.2,+P0",B|B|2|paragraph_continuation:1/R06
kairam,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.42,+P0",S|B|3|paragraph_continuation:1/R06
kaldaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f34r.11,+P0",H|B|2|paragraph_continuation:1/R00
kaldaim,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.35,+P0",S|B|3|paragraph_continuation:1/R00
kan,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f15v.9,+P0",H|A|1|paragraph_continuation:1/R06
kchar,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f17v.8,+P0",H|A|1|paragraph_continuation:1/R06
kchdal,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f47r.4,+P0",H|A|1|paragraph_continuation:1/R06
kchdar,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f85r1.7,+P0",T|B|2|paragraph_continuation:1/R06
kchdy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f84v.22,+P0",B|B|2|paragraph_continuation:1/R06
kcheedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.20,+P0",S|B|3|paragraph_continuation:1/R00
kcheeky,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,5,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66r.69,+P0",T|B|5|paragraph_continuation:1/R00
kchekain,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.39,+P0",S|B|3|paragraph_continuation:1/R00
kcheo,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f107r.36,+P0",S|B|3|paragraph_continuation:1/R06
kcheoey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f68r2.5,+P0",A||4|paragraph_continuation:1/R00
kcho,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f51r.7,+P0",H|A|1|paragraph_continuation:1/R06
kchochaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f21v.8,+P0",H|A|1|paragraph_continuation:1/R00
kchodan,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f42r.9,+P0",H|A|1|paragraph_continuation:1/R00
kcholchdar,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111r.1,@P0",S|B|3|paragraph_start:1/R00
kcholy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f52v.6,+P0",H|A|1|paragraph_continuation:1/R06
kchos,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f7r.4,+P0",H|A|1|paragraph_continuation:1/R06
kchoy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f4v.1,@P0",H|A|1|paragraph_start:1/R06
kchydy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f30v.11,+P0",H|A|1|paragraph_continuation:1/R06
kchyty,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f34r.2,+P0",H|B|2|paragraph_continuation:1/R06
keaiin,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f17v.12,+P0",H|A|1|paragraph_continuation:1/R06
kechdy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f34r.13,+P0",H|B|2|paragraph_continuation:1/R06
kedal,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f108r.8,+P0",S|B|3|paragraph_continuation:1/R06
kedarxy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f108v.6,+P0",S|B|3|paragraph_continuation:1/R00
keear,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f108v.49,+P0",S|B|3|paragraph_continuation:1/R06
keechey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,radial/ring_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.18,@Ro",A||4|radial/ring_text:1/R00
keedor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,@,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f115r.18,+P0",S|B|@|paragraph_continuation:1/R06
keeo,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f7v.9,+P0",H|A|1|paragraph_continuation:1/R06
keeochy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,radial/ring_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.17,@Ro",A||4|radial/ring_text:1/R00
keeody,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,radial/ring_text,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.24,@Ro",A||4|radial/ring_text:1/R06
keeol,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102r1.14,+P0",P|A|1|paragraph_continuation:1/R06
keeshody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f111r.23,+P0",S|B|3|paragraph_continuation:1/R00
keocthy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f15r.7,+P0",H|A|1|paragraph_continuation:1/R00
keoraiiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102v1.1,@Lc",P|A|1|label_or_marginal:1/R00
kochardy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,A,1.0,0.0,1,nan,1.0,0.0,1,4,1.0,0.0,1,&L,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f67v1.10,&L0",A||4|&L:1/R00
kocheor,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f5v.1,@P0",H|A|1|paragraph_start:1/R00
kochor,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102v1.10,+P0",P|A|1|paragraph_continuation:1/R06
kod,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102r1.4,+P0",P|A|1|paragraph_continuation:1/R06
kodary,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,5,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f66r.54,+P0",T|B|5|paragraph_continuation:1/R06
koeeorain,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f89v1.21,@Lc",P|A|1|label_or_marginal:1/R00
kokaiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f15r.6,+P0",H|A|1|paragraph_continuation:1/R00
koldarod,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102r2.21,@Lf",P|A|1|label_or_marginal:1/R00
koleearol,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f99v.44,@Lf",P|A|1|label_or_marginal:1/R00
kolfchdy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f112r.27,+P0",S|B|3|paragraph_continuation:1/R00
kolkedy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f75v.60,@P1",B|B|2|paragraph_start:1/R00
kolpy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,T,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f76r.44,+P0",T|B|2|paragraph_continuation:1/R06
kolshd,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f80v.23,+P0",B|B|2|paragraph_continuation:1/R06
kolyky,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f21r.6,+P0",H|A|1|paragraph_continuation:1/R06
korainy,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,label_or_marginal,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f89r2.16,@Lc",P|A|1|label_or_marginal:1/R00
korchy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f106r.1,@P0",S|B|3|paragraph_start:1/R06
korshey,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102v1.10,+P0",P|A|1|paragraph_continuation:1/R00
kotchody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f1v.3,+P0",H|A|1|paragraph_continuation:1/R00
kshd,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f86v3.33,+Pb",C|B|2|paragraph_continuation:1/R06
ksheo,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_start,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f4v.1,@P0",H|A|1|paragraph_start:1/R06
ksheodl,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_terminal_or_label,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f49v.18,=P0",H|A|1|paragraph_terminal_or_label:1/R00
ksheody,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,P,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f102v1.23,+P0",P|A|1|paragraph_continuation:1/R00
ksheol,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,B,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f79v.28,+P0",B|B|2|paragraph_continuation:1/R06
kshey,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G2,1.0,0.0,1.0,1,C,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f86v3.21,+P0",C|B|2|paragraph_continuation:1/R06
ksho,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,A,1.0,0.0,1,1,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f14v.4,+P0",H|A|1|paragraph_continuation:1/R06
kshy,1,1,R06,1.0,0.0,1.0,1.0,1,0,0,0,G3C,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f39v.9,+P0",H|B|2|paragraph_continuation:1/R06
laiiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,S,1.0,0.0,1,B,1.0,0.0,1,3,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f105r.28,+P0",S|B|3|paragraph_continuation:1/R00
laiin,1,1,R00,1.0,0.0,1.0,1.0,1,0,0,0,G1,1.0,0.0,1.0,1,H,1.0,0.0,1,B,1.0,0.0,1,2,1.0,0.0,1,paragraph_continuation,1.0,0.0,1.0,LOW_POWER_TOKEN,LOW_SUPPORT_OR_POLYFUNCTIONAL,LOW,"f33r.3,+P0",H|B|2|paragraph_continuation:1/R00
